sample_idx,y_true,y_pred,confidence,confidence_zone,is_error,is_fp,is_fn,agreement_score,tiers_flagged,error_component,uncertainty_component,disagreement_component,shap_instab_component,severity_score,risk_level,label_str,severity_score_norm,severity_rank
8738,0,0,1.0,green,False,False,False,0.0,tier3_explanation,0.0,0.0,1.0,0.0,0.2,LOW,Correct-but-uncertain,0.265356,11
17563,0,0,1.0,green,False,False,False,0.0,tier3_explanation,0.0,0.0,1.0,0.0,0.2,LOW,Correct-but-uncertain,0.265356,11
20324,1,1,1.0,green,False,False,False,0.0,tier3_explanation,0.0,0.0,1.0,0.0,0.2,LOW,Correct-but-uncertain,0.265356,11
4147,1,1,1.0,green,False,False,False,0.0,tier3_explanation,0.0,0.0,1.0,0.0,0.2,LOW,Correct-but-uncertain,0.265356,11
30402,0,0,1.0,green,False,False,False,0.0,tier3_explanation,0.0,0.0,1.0,0.0,0.2,LOW,Correct-but-uncertain,0.265356,11
36889,0,0,1.0,green,False,False,False,0.0,tier3_explanation,0.0,0.0,1.0,0.0,0.2,LOW,Correct-but-uncertain,0.265356,11
38769,0,0,1.0,green,False,False,False,0.0,tier3_explanation,0.0,0.0,1.0,0.0,0.2,LOW,Correct-but-uncertain,0.265356,11
40392,1,1,1.0,green,False,False,False,0.0,tier3_explanation,0.0,0.0,1.0,0.0,0.2,LOW,Correct-but-uncertain,0.265356,11
30744,1,1,0.999999,green,False,False,False,0.0,tier3_explanation,0.0,0.0,1.0,0.0,0.2,LOW,Correct-but-uncertain,0.265356,11
25718,0,0,1.0,green,False,False,False,0.0,tier3_explanation,0.0,0.0,1.0,0.0,0.2,LOW,Correct-but-uncertain,0.265356,11
43586,0,0,1.0,green,False,False,False,0.0,tier3_explanation,0.0,0.0,1.0,0.0,0.2,LOW,Correct-but-uncertain,0.265356,11
482,0,0,0.663789,red,False,False,False,-1.0,tier2_uncertain,0.0,0.3362,0.0,0.9381,0.194669,HIGH,Correct-but-uncertain,0.257709,24
10635,0,0,0.547294,red,False,False,False,-1.0,tier2_uncertain,0.0,0.4527,0.0,0.0,0.135812,HIGH,Correct-but-uncertain,0.173285,25
2350,1,1,0.625224,red,False,False,False,-1.0,tier2_uncertain,0.0,0.3748,0.0,0.0,0.112433,HIGH,Correct-but-uncertain,0.13975,26
576,1,1,0.943534,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0565,0.0,0.8922,0.106163,MEDIUM,Correct-but-uncertain,0.130756,27
8782,1,1,0.658637,red,False,False,False,-1.0,tier2_uncertain,0.0,0.3414,0.0,0.0,0.102409,HIGH,Correct-but-uncertain,0.125371,28
9703,0,0,0.679116,red,False,False,False,-1.0,tier2_uncertain,0.0,0.3209,0.0,0.0,0.096265,HIGH,Correct-but-uncertain,0.116558,29
43941,1,1,0.693641,red,False,False,False,-1.0,tier2_uncertain,0.0,0.3064,0.0,0.0,0.091908,HIGH,Correct-but-uncertain,0.110308,30
20170,0,0,0.695909,red,False,False,False,-1.0,tier2_uncertain,0.0,0.3041,0.0,0.0,0.091227,HIGH,Correct-but-uncertain,0.109332,31
7511,0,0,0.698253,red,False,False,False,-1.0,tier2_uncertain,0.0,0.3017,0.0,0.0,0.090524,HIGH,Correct-but-uncertain,0.108323,32
4431,1,1,0.738087,red,False,False,False,-1.0,tier2_uncertain,0.0,0.2619,0.0,0.0,0.078574,HIGH,Correct-but-uncertain,0.091182,33
2507,1,1,0.738144,red,False,False,False,-1.0,tier2_uncertain,0.0,0.2619,0.0,0.0,0.078557,HIGH,Correct-but-uncertain,0.091158,34
36496,0,0,0.750002,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.25,0.0,0.0,0.074999,MEDIUM,Correct-but-uncertain,0.086054,35
43269,1,1,0.784177,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.2158,0.0,0.0,0.064747,MEDIUM,Correct-but-uncertain,0.071349,36
17324,0,0,0.805132,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.1949,0.0,0.0,0.05846,MEDIUM,Correct-but-uncertain,0.062331,37
27849,1,1,0.809733,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.1903,0.0,0.0,0.05708,MEDIUM,Correct-but-uncertain,0.060351,38
46076,0,0,0.811643,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.1884,0.0,0.0,0.056507,MEDIUM,Correct-but-uncertain,0.059529,39
32613,1,1,0.815859,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.1841,0.0,0.0,0.055242,MEDIUM,Correct-but-uncertain,0.057715,40
3064,1,1,0.831017,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.169,0.0,0.0,0.050695,MEDIUM,Correct-but-uncertain,0.051192,41
3408,1,1,0.83895,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.1611,0.0,0.0,0.048315,MEDIUM,Correct-but-uncertain,0.047779,42
33293,1,1,0.849441,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.1506,0.0,0.0,0.045168,MEDIUM,Correct-but-uncertain,0.043264,43
31777,0,0,0.859207,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.1408,0.0,0.0,0.042238,MEDIUM,Correct-but-uncertain,0.039062,44
1732,1,1,0.861565,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.1384,0.0,0.0,0.04153,MEDIUM,Correct-but-uncertain,0.038046,45
4283,1,1,0.876773,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.1232,0.0,0.0,0.036968,MEDIUM,Correct-but-uncertain,0.031502,46
22767,1,1,0.882781,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.1172,0.0,0.0,0.035166,MEDIUM,Correct-but-uncertain,0.028918,47
21704,1,1,0.885502,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.1145,0.0,0.0,0.034349,MEDIUM,Correct-but-uncertain,0.027746,48
1080,1,1,0.890097,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.1099,0.0,0.0,0.032971,MEDIUM,Correct-but-uncertain,0.025769,49
21438,1,1,0.890933,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.1091,0.0,0.0,0.03272,MEDIUM,Correct-but-uncertain,0.025409,50
27789,1,1,0.893199,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.1068,0.0,0.0,0.03204,MEDIUM,Correct-but-uncertain,0.024434,51
38346,1,1,0.896531,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.1035,0.0,0.0,0.031041,MEDIUM,Correct-but-uncertain,0.023001,52
19270,1,1,0.900336,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0997,0.0,0.0,0.029899,MEDIUM,Correct-but-uncertain,0.021363,53
46725,1,1,0.901119,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0989,0.0,0.0,0.029664,MEDIUM,Correct-but-uncertain,0.021025,54
34434,1,1,0.902772,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0972,0.0,0.0,0.029168,MEDIUM,Correct-but-uncertain,0.020314,55
24761,1,1,0.908522,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0915,0.0,0.0,0.027443,MEDIUM,Correct-but-uncertain,0.01784,56
28206,1,1,0.909075,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0909,0.0,0.0,0.027278,MEDIUM,Correct-but-uncertain,0.017603,57
36337,0,0,0.91068,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0893,0.0,0.0,0.026796,MEDIUM,Correct-but-uncertain,0.016912,58
24340,1,1,0.911687,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0883,0.0,0.0,0.026494,MEDIUM,Correct-but-uncertain,0.016478,59
11068,0,0,0.913177,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0868,0.0,0.0,0.026047,MEDIUM,Correct-but-uncertain,0.015837,60
5364,0,0,0.916301,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0837,0.0,0.0,0.02511,MEDIUM,Correct-but-uncertain,0.014493,61
43534,0,0,0.916786,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0832,0.0,0.0,0.024964,MEDIUM,Correct-but-uncertain,0.014284,62
25306,0,0,0.917411,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0826,0.0,0.0,0.024777,MEDIUM,Correct-but-uncertain,0.014016,63
41254,0,0,0.918869,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0811,0.0,0.0,0.024339,MEDIUM,Correct-but-uncertain,0.013387,64
22024,1,1,0.920959,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.079,0.0,0.0,0.023712,MEDIUM,Correct-but-uncertain,0.012488,65
4248,1,1,0.921296,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0787,0.0,0.0,0.023611,MEDIUM,Correct-but-uncertain,0.012343,66
39217,1,1,0.922088,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0779,0.0,0.0,0.023374,MEDIUM,Correct-but-uncertain,0.012003,67
17381,0,0,0.922499,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0775,0.0,0.0,0.02325,MEDIUM,Correct-but-uncertain,0.011825,68
5162,0,0,0.926982,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.073,0.0,0.0,0.021905,MEDIUM,Correct-but-uncertain,0.009896,69
5569,1,1,0.927149,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0729,0.0,0.0,0.021855,MEDIUM,Correct-but-uncertain,0.009824,70
41942,0,0,0.930297,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0697,0.0,0.0,0.020911,MEDIUM,Correct-but-uncertain,0.00847,71
5474,1,1,0.930805,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0692,0.0,0.0,0.020759,MEDIUM,Correct-but-uncertain,0.008252,72
21916,1,1,0.931775,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0682,0.0,0.0,0.020467,MEDIUM,Correct-but-uncertain,0.007833,73
13276,1,1,0.931958,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.068,0.0,0.0,0.020413,MEDIUM,Correct-but-uncertain,0.007756,74
15984,0,0,0.932241,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0678,0.0,0.0,0.020328,MEDIUM,Correct-but-uncertain,0.007634,75
2456,1,1,0.932723,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0673,0.0,0.0,0.020183,MEDIUM,Correct-but-uncertain,0.007426,76
32442,1,1,0.934109,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0659,0.0,0.0,0.019767,MEDIUM,Correct-but-uncertain,0.006829,77
37738,1,1,0.934812,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0652,0.0,0.0,0.019556,MEDIUM,Correct-but-uncertain,0.006527,78
14781,1,1,0.934932,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0651,0.0,0.0,0.01952,MEDIUM,Correct-but-uncertain,0.006475,79
34827,1,1,0.935333,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0647,0.0,0.0,0.0194,MEDIUM,Correct-but-uncertain,0.006303,80
14839,1,1,0.936538,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0635,0.0,0.0,0.019039,MEDIUM,Correct-but-uncertain,0.005785,81
17538,0,0,0.937403,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0626,0.0,0.0,0.018779,MEDIUM,Correct-but-uncertain,0.005412,82
4897,1,1,0.938475,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0615,0.0,0.0,0.018458,MEDIUM,Correct-but-uncertain,0.004952,83
6662,0,0,0.940222,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0598,0.0,0.0,0.017933,MEDIUM,Correct-but-uncertain,0.004198,84
25587,1,1,0.940459,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0595,0.0,0.0,0.017862,MEDIUM,Correct-but-uncertain,0.004097,85
31871,0,0,0.940807,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0592,0.0,0.0,0.017758,MEDIUM,Correct-but-uncertain,0.003947,86
6081,0,0,0.941636,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0584,0.0,0.0,0.017509,MEDIUM,Correct-but-uncertain,0.00359,87
46852,0,0,0.941908,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0581,0.0,0.0,0.017428,MEDIUM,Correct-but-uncertain,0.003474,88
39256,1,1,0.942184,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0578,0.0,0.0,0.017345,MEDIUM,Correct-but-uncertain,0.003355,89
7808,1,1,0.942213,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0578,0.0,0.0,0.017336,MEDIUM,Correct-but-uncertain,0.003342,90
45467,1,1,0.942258,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0577,0.0,0.0,0.017323,MEDIUM,Correct-but-uncertain,0.003324,91
15764,0,0,0.942419,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0576,0.0,0.0,0.017274,MEDIUM,Correct-but-uncertain,0.003253,92
46780,1,1,0.942423,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0576,0.0,0.0,0.017273,MEDIUM,Correct-but-uncertain,0.003252,93
20128,1,1,0.943648,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0564,0.0,0.0,0.016906,MEDIUM,Correct-but-uncertain,0.002725,94
9933,0,0,0.944011,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.056,0.0,0.0,0.016797,MEDIUM,Correct-but-uncertain,0.002569,95
26502,1,1,0.946018,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.054,0.0,0.0,0.016195,MEDIUM,Correct-but-uncertain,0.001706,96
9948,0,0,0.946979,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.053,0.0,0.0,0.015906,MEDIUM,Correct-but-uncertain,0.001291,97
12314,1,1,0.947624,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0524,0.0,0.0,0.015713,MEDIUM,Correct-but-uncertain,0.001014,98
31816,1,1,0.947646,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0524,0.0,0.0,0.015706,MEDIUM,Correct-but-uncertain,0.001004,99
42885,0,0,0.948246,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0518,0.0,0.0,0.015526,MEDIUM,Correct-but-uncertain,0.000746,100
42362,1,1,0.948394,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0516,0.0,0.0,0.015482,MEDIUM,Correct-but-uncertain,0.000683,101
16264,0,0,0.949579,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.0504,0.0,0.0,0.015126,MEDIUM,Correct-but-uncertain,0.000172,102
9821,0,0,0.949981,yellow,False,False,False,-1.0,tier2_uncertain,0.0,0.05,0.0,0.0,0.015006,MEDIUM,Correct-but-uncertain,0.0,103
